LineId,Device,day,month,year,Time,ms,Content,EventId,EventTemplate,ParameterList
1132,cup,03,04,2020,19:18:36,177285,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48620 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48620', '-> 192.168.10.154:80']"
1133,cup,03,04,2020,19:18:36,178799,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48622 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48622', '-> 192.168.10.154:80']"
1134,cup,03,04,2020,19:18:36,180955,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48624 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48624', '-> 192.168.10.154:80']"
1135,cup,03,04,2020,19:18:36,182379,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48626 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48626', '-> 192.168.10.154:80']"
1136,cup,03,04,2020,19:18:36,183709,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48628 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48628', '-> 192.168.10.154:80']"
1137,cup,03,04,2020,19:18:36,185097,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48630 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48630', '-> 192.168.10.154:80']"
1138,cup,03,04,2020,19:18:36,186514,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48632 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48632', '-> 192.168.10.154:80']"
1139,cup,03,04,2020,19:18:36,190798,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48634 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48634', '-> 192.168.10.154:80']"
1140,cup,03,04,2020,19:18:36,192837,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48636 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48636', '-> 192.168.10.154:80']"
1141,cup,03,04,2020,19:18:36,194612,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48638 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48638', '-> 192.168.10.154:80']"
1142,cup,03,04,2020,19:18:36,196471,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48640 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48640', '-> 192.168.10.154:80']"
1143,cup,03,04,2020,19:18:36,198277,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48642 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48642', '-> 192.168.10.154:80']"
1144,cup,03,04,2020,19:18:36,200082,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48644 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48644', '-> 192.168.10.154:80']"
1145,cup,03,04,2020,19:18:36,202216,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48646 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48646', '-> 192.168.10.154:80']"
1146,cup,03,04,2020,19:18:36,203696,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48648 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48648', '-> 192.168.10.154:80']"
1147,cup,03,04,2020,19:18:36,205032,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48650 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48650', '-> 192.168.10.154:80']"
1148,cup,03,04,2020,19:18:36,206437,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48652 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48652', '-> 192.168.10.154:80']"
1149,cup,03,04,2020,19:18:36,209104,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48656 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48656', '-> 192.168.10.154:80']"
1150,cup,03,04,2020,19:18:36,207808,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48654 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48654', '-> 192.168.10.154:80']"
1151,cup,03,04,2020,19:18:36,211741,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48660 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48660', '-> 192.168.10.154:80']"
1152,cup,03,04,2020,19:18:36,210563,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48658 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48658', '-> 192.168.10.154:80']"
1153,cup,03,04,2020,19:18:36,212951,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48662 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48662', '-> 192.168.10.154:80']"
1154,cup,03,04,2020,19:18:36,214353,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48664 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48664', '-> 192.168.10.154:80']"
1155,cup,03,04,2020,19:18:36,217075,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48668 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48668', '-> 192.168.10.154:80']"
1156,cup,03,04,2020,19:18:36,215780,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48666 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48666', '-> 192.168.10.154:80']"
1157,cup,03,04,2020,19:18:36,218624,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48670 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48670', '-> 192.168.10.154:80']"
1158,cup,03,04,2020,19:18:36,219942,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48672 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48672', '-> 192.168.10.154:80']"
1159,cup,03,04,2020,19:18:36,221229,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48674 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48674', '-> 192.168.10.154:80']"
1160,cup,03,04,2020,19:18:36,223932,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48678 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48678', '-> 192.168.10.154:80']"
1161,cup,03,04,2020,19:18:36,222632,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48676 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48676', '-> 192.168.10.154:80']"
1162,cup,03,04,2020,19:18:36,225251,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48680 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48680', '-> 192.168.10.154:80']"
1163,cup,03,04,2020,19:18:36,228426,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48684 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48684', '-> 192.168.10.154:80']"
1164,cup,03,04,2020,19:18:36,226631,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48682 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48682', '-> 192.168.10.154:80']"
1165,cup,03,04,2020,19:18:36,229790,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48686 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48686', '-> 192.168.10.154:80']"
1166,cup,03,04,2020,19:18:36,231270,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48688 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48688', '-> 192.168.10.154:80']"
1167,cup,03,04,2020,19:18:36,233001,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48690 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48690', '-> 192.168.10.154:80']"
1168,cup,03,04,2020,19:18:36,234556,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48692 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48692', '-> 192.168.10.154:80']"
1169,cup,03,04,2020,19:18:36,235998,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48694 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48694', '-> 192.168.10.154:80']"
1170,cup,03,04,2020,19:18:36,238216,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48696 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48696', '-> 192.168.10.154:80']"
1171,cup,03,04,2020,19:18:36,243291,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48698 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48698', '-> 192.168.10.154:80']"
1172,cup,03,04,2020,19:18:36,245171,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48700 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48700', '-> 192.168.10.154:80']"
1173,cup,03,04,2020,19:18:36,246944,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48702 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48702', '-> 192.168.10.154:80']"
1174,cup,03,04,2020,19:18:36,248409,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48704 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48704', '-> 192.168.10.154:80']"
1175,cup,03,04,2020,19:18:36,249940,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48706 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48706', '-> 192.168.10.154:80']"
1176,cup,03,04,2020,19:18:36,251342,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48708 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48708', '-> 192.168.10.154:80']"
1177,cup,03,04,2020,19:18:36,252664,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48710 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48710', '-> 192.168.10.154:80']"
1178,cup,03,04,2020,19:18:36,254703,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48712 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48712', '-> 192.168.10.154:80']"
1179,cup,03,04,2020,19:18:36,256092,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48714 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48714', '-> 192.168.10.154:80']"
1180,cup,03,04,2020,19:18:36,257357,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48716 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48716', '-> 192.168.10.154:80']"
1181,cup,03,04,2020,19:18:36,258782,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48718 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48718', '-> 192.168.10.154:80']"
1182,cup,03,04,2020,19:18:36,260082,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48720 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48720', '-> 192.168.10.154:80']"
1183,cup,03,04,2020,19:18:36,261806,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48722 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48722', '-> 192.168.10.154:80']"
1184,cup,03,04,2020,19:18:36,263329,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48724 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48724', '-> 192.168.10.154:80']"
1185,cup,03,04,2020,19:18:36,264690,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48726 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48726', '-> 192.168.10.154:80']"
1186,cup,03,04,2020,19:18:36,266401,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48728 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48728', '-> 192.168.10.154:80']"
1187,cup,03,04,2020,19:18:36,268110,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:48730 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:48730', '-> 192.168.10.154:80']"
