LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
2572,Client03,Mar,11,08:35:07,Client03,kernel,[    6.089223] raid6: avx2x2   gen() 19654 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.089223', 'avx2x2', 'gen() 19654', 's']"
2573,Client03,Mar,11,08:35:07,Client03,kernel,[    6.137222] raid6: avx2x2   xor() 12962 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.137222', 'avx2x2', 'xor() 12962', 's']"
2574,Client03,Mar,11,08:35:07,Client03,kernel,[    6.185244] raid6: avx2x1   gen() 17872 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.185244', 'avx2x1', 'gen() 17872', 's']"
2575,Client03,Mar,11,08:35:07,Client03,kernel,[    6.237218] raid6: avx2x1   xor() 10917 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.237218', 'avx2x1', 'xor() 10917', 's']"
2576,Client03,Mar,11,08:35:07,Client03,kernel,[    6.285239] raid6: sse2x4   gen() 11395 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.285239', 'sse2x4', 'gen() 11395', 's']"
2577,Client03,Mar,11,08:35:07,Client03,kernel,[    6.333217] raid6: sse2x4   xor()  7541 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.333217', 'sse2x4', 'xor()  7541', 's']"
2578,Client03,Mar,11,08:35:07,Client03,kernel,[    6.381261] raid6: sse2x2   gen() 10011 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.381261', 'sse2x2', 'gen() 10011', 's']"
2579,Client03,Mar,11,08:35:07,Client03,kernel,[    6.429217] raid6: sse2x2   xor()  6148 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.429217', 'sse2x2', 'xor()  6148', 's']"
2580,Client03,Mar,11,08:35:07,Client03,kernel,[    6.477217] raid6: sse2x1   gen()  9451 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.477217', 'sse2x1', 'gen()  9451', 's']"
2581,Client03,Mar,11,08:35:07,Client03,kernel,[    6.525215] raid6: sse2x1   xor()  6902 MB/s,50f876a5,[ <*>.<*>] raid6: <*> <*> <*> MB/<*>,"['6.525215', 'sse2x1', 'xor()  6902', 's']"
2582,Client03,Mar,11,08:35:07,Client03,kernel,[    6.528027] raid6: using algorithm avx2x4 gen() 24429 MB/s,304ae203,[ <*>.<*>] raid6: using algorithm <*> gen() <*> MB/<*>,"['6.528027', 'avx2x4', '24429', 's']"
2583,Client03,Mar,11,08:35:07,Client03,kernel,"[    6.533472] raid6: .... xor() 13874 MB/s, rmw enabled",60d52ba3,"[ <*>.<*>] raid6: .... xor() <*> MB/<*>, rmw enabled","['6.533472', '13874', 's']"
2584,Client03,Mar,11,08:35:07,Client03,kernel,[    6.539956] raid6: using avx2x2 recovery algorithm,3f61b053,[ <*>.<*>] raid6: using <*> recovery algorithm,"['6.539956', 'avx2x2']"
2585,Client03,Mar,11,08:35:07,Client03,kernel,[    6.544306] xor: automatically using best checksumming function   avx,0e3aa785,[ <*>.<*>] xor: automatically using best checksumming function avx,['6.544306']
2586,Client03,Mar,11,08:35:07,Client03,kernel,[    6.552162] async_tx: api initialized (async),e521e594,[ <*>.<*>] async_tx: api initialized (async),['6.552162']
2587,Client03,Mar,11,08:35:07,Client03,kernel,"[    6.616845] Btrfs loaded, crc32c=crc32c-intel",813241d1,"[ <*>.<*>] Btrfs loaded, crc32c=<*>","['6.616845', 'crc32c-intel']"
2588,Client03,Mar,11,08:35:07,Client03,kernel,[    6.758355] EXT4-fs (sda1): mounted filesystem with ordered data mode. Opts: (null),4bb5e149,[ <*>.<*>] EXT4-fs <*> mounted filesystem with ordered data mode. Opts: (null),"['6.758355', '(sda1):']"
2589,Client03,Mar,11,08:35:07,Client03,kernel,[   11.783060] Loading iSCSI transport class v2.0-870.,03df5b97,[ <*>.<*>] Loading iSCSI transport class v2.<*>-<*>.,"['11.783060', '0-870']"
2590,Client03,Mar,11,08:35:07,Client03,kernel,[   11.798134] EXT4-fs (sda1): re-mounted. Opts: discard,ad8c625e,[ <*>.<*>] EXT4-fs (sda1): re-mounted. Opts: discard,['11.798134']
2591,Client03,Mar,11,08:35:07,Client03,kernel,[   11.860387] iscsi: registered transport (tcp),f5095d7f,[ <*>.<*>] iscsi: registered transport <*>,"['11.860387', '(tcp)']"
2592,Client03,Mar,11,08:35:07,Client03,kernel,[   12.114869] iscsi: registered transport (iser),f5095d7f,[ <*>.<*>] iscsi: registered transport <*>,"['12.114869', '(iser)']"
2593,Client03,Mar,11,08:35:07,Client03,kernel,[   13.053523] hv_vmbus: registering driver hv_balloon,12bef385,[ <*>.<*>] hv_vmbus: registering driver <*>,"['13.053523', 'hv_balloon']"
2594,Client03,Mar,11,08:35:07,Client03,kernel,[   13.054115] hv_balloon: Using Dynamic Memory protocol version 2.0,68cfcc88,[ <*>.<*>] hv_balloon: Using Dynamic Memory protocol version <*>.<*>,"['13.054115', '2.0']"
2595,Client03,Mar,11,08:35:07,Client03,kernel,[   13.504519] KVM: vmx: using Hyper-V Enlightened VMCS,d32a19a0,[ <*>.<*>] KVM: vmx: using Hyper-V Enlightened VMCS,['13.504519']
2596,Client03,Mar,11,08:35:07,Client03,kernel,[   14.288152] hv_utils: KVP IC version 4.0,46912ed2,[ <*>.<*>] hv_utils: <*> IC version <*>.<*>,"['14.288152', 'KVP', '4.0']"
2597,Client03,Mar,11,08:35:07,Client03,kernel,[   21.482823] IPv6: ADDRCONF(NETDEV_CHANGE): eth0: link becomes ready,66187c03,[ <*>.<*>] IPv6: ADDRCONF(NETDEV_CHANGE): eth0: link becomes ready,['21.482823']
2598,Client03,Mar,11,08:35:07,Client03,kernel,[   26.982930]  sdb: sdb1,936b8562,[ <*>.<*>] <*> <*>,"['26.982930', 'sdb: sdb1']"
2599,Client03,Mar,11,08:35:07,Client03,kernel,[   29.284789] EXT4-fs (sdb1): mounted filesystem with ordered data mode. Opts: (null),4bb5e149,[ <*>.<*>] EXT4-fs <*> mounted filesystem with ordered data mode. Opts: (null),"['29.284789', '(sdb1):']"
2600,Client03,Mar,11,08:35:07,Client03,kernel,[   29.756569] hv_utils: VSS: userspace daemon ver. 129 connected,48338300,[ <*>.<*>] hv_utils: VSS: userspace daemon ver. <*> connected,"['29.756569', '129']"
2601,Client03,Mar,11,08:35:07,Client03,kernel,"[   29.986713] new mount options do not match the existing superblock, will be ignored",e95b0292,"[ <*>.<*>] new mount options do not match the existing superblock, will be ignored",['29.986713']
2602,Client03,Mar,11,08:35:10,Client03,kernel,[   32.855964] bpfilter: Loaded bpfilter_umh pid 1631,477a8bfb,[ <*>.<*>] bpfilter: Loaded bpfilter_umh pid <*>,"['32.855964', '1631']"
2603,Client03,Mar,11,08:35:39,Client03,kernel,[   61.139134] hv_balloon: Max. dynamic memory size: 8192 MB,17369e2c,[ <*>.<*>] hv_balloon: Max. dynamic memory size: <*> MB,"['61.139134', '8192']"
2604,Client03,Mar,11,08:39:08,Client03,kernel,[  270.301082] hv_utils: Shutdown request received - graceful shutdown initiated,fed60bb0,[ <*>.<*>] hv_utils: Shutdown request received - graceful shutdown initiated,['270.301082']
2605,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] Linux version 5.0.0-1032-azure (buildd@lcy01-amd64-016) (gcc version 7.4.0 (Ubuntu 7.4.0-1ubuntu1~18.04.1)) #34-Ubuntu SMP Mon Feb 10 19:37:25 UTC 2020 (Ubuntu 5.0.0-1032.34-azure 5.0.21),be94182a,[ <*>.<*>] Linux version <*>.<*>.<*>-<*>-azure (buildd@lcy01-amd64-<*>) (gcc version <*>.<*>.<*> (Ubuntu <*>.<*>.<*>-1ubuntu1~<*>.<*>.<*>)) #<*>-Ubuntu SMP Mon Feb <*> <*>:<*>:<*> UTC <*> (Ubuntu <*>.<*>.<*>-<*>.<*>-azure <*>.<*>.<*>),"['0.000000', '5', '0.0-1032', '016', '7', '4.0', '7', '4.0', '18', '04.1', '34', '10 19', '37:25', '2020', '5', '0', '0-1032.34', '5', '0.21']"
2606,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] Command line: BOOT_IMAGE=/boot/vmlinuz-5.0.0-1032-azure root=UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df ro console=tty1 console=ttyS0 earlyprintk=ttyS0 rootdelay=300,5fbfbc32,[ <*>.<*>] Command line: BOOT_IMAGE=<*><*>.<*>.<*>-<*>-azure root=<*>=<*> ro console=<*> console=<*> earlyprintk=<*> rootdelay=<*>,"['0.000000', '/boot/vmlinuz-5', '0.0', '1032', 'UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df', 'tty1', 'ttyS0', 'ttyS0', '300']"
2607,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] KERNEL supported cpus:,965b1ec6,[ <*>.<*>] KERNEL supported cpus:,['0.000000']
2608,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000]   Intel GenuineIntel,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'Intel GenuineIntel']"
2609,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000]   AMD AuthenticAMD,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'AMD AuthenticAMD']"
2610,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000]   Hygon HygonGenuine,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'Hygon HygonGenuine']"
2611,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000]   Centaur CentaurHauls,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'Centaur CentaurHauls']"
2612,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers',18f54aba,[ <*>.<*>] x86/<*>: Supporting XSAVE feature 0x001: 'x87 floating point registers',"['0.000000', 'fpu']"
2613,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers',d4f09af2,[ <*>.<*>] x86/<*>: Supporting XSAVE feature <*> <*> <*>,"['0.000000', 'fpu', '0x002:', ""'SSE registers'""]"
2614,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers',d4f09af2,[ <*>.<*>] x86/<*>: Supporting XSAVE feature <*> <*> <*>,"['0.000000', 'fpu', '0x004:', ""'AVX registers'""]"
2615,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.000000] x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256",2260ae38,"[ <*>.<*>] x86/<*>: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', 'fpu', '2', '576', '2', '256']"
2616,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.000000] x86/fpu: Enabled xstate features 0x7, context size is 832 bytes, using 'standard' format.",a3a72cf2,"[ <*>.<*>] x86/<*>: Enabled xstate features <*> context size is <*> bytes, using <*> format.","['0.000000', 'fpu', '0x7,', '832', ""'standard'""]"
2617,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-provided physical RAM map:,679f5927,[ <*>.<*>] BIOS-provided physical RAM map:,['0.000000']
2618,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x0000000000000000-0x000000000009fbff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000000000000-0x000000000009fbff] usable']"
2619,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x000000000009fc00-0x000000000009ffff] reserved,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x000000000009fc00-0x000000000009ffff] reserved']"
2620,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x00000000000e0000-0x00000000000fffff] reserved']"
2621,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x0000000000100000-0x000000003ffeffff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000000100000-0x000000003ffeffff] usable']"
2622,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x000000003fff0000-0x000000003fffefff] ACPI data,976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,"['0.000000', '0x000000003fff0000-0x000000003fffefff]', 'data']"
2623,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x000000003ffff000-0x000000003fffffff] ACPI NVS,976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,"['0.000000', '0x000000003ffff000-0x000000003fffffff]', 'NVS']"
2624,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] BIOS-e820: [mem 0x0000000100000000-0x00000002bfffffff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000100000000-0x00000002bfffffff] usable']"
2625,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] printk: bootconsole [earlyser0] enabled,8f72dbf6,[ <*>.<*>] <*> <*> <*> enabled,"['0.000000', 'printk:', 'bootconsole [earlyser0]']"
2626,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] NX (Execute Disable) protection: active,a2cd9fdb,[ <*>.<*>] NX (Execute Disable) protection: active,['0.000000']
2627,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] SMBIOS 2.3 present.,271e8bd5,[ <*>.<*>] SMBIOS <*>.<*> present.,"['0.000000', '2.3']"
2628,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.000000] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS 090007  06/02/2017",22803ace,"[ <*>.<*>] DMI: Microsoft Corporation Virtual Machine/<*> Machine, BIOS <*> <*>/<*>/<*>","['0.000000', 'Virtual', '090007  06', '02/2017']"
2629,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] Hypervisor detected: Microsoft Hyper-V,91ab13e8,[ <*>.<*>] Hypervisor detected: Microsoft Hyper-V,['0.000000']
2630,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.000000] Hyper-V: features 0x2e7f, hints 0x44c2c",9d9bfdd0,"[ <*>.<*>] Hyper-V: features 0x2e7f, hints 0x44c2c",['0.000000']
2631,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] Hyper-V Host Build:14393-10.0-0-0.305,e41e7a65,[ <*>.<*>] Hyper-V Host Build:<*>-<*>.<*>-<*>-<*>.<*>,"['0.000000', '14393-10', '0', '0-0.305']"
2632,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] Hyper-V: LAPIC Timer Frequency: 0xc3500,14bf15a5,[ <*>.<*>] Hyper-V: LAPIC Timer Frequency: 0xc<*>,"['0.000000', '3500']"
2633,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] tsc: Marking TSC unstable due to running on Hyper-V,eaf7708b,[ <*>.<*>] tsc: Marking TSC unstable due to running on Hyper-V,['0.000000']
2634,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] Hyper-V: Using hypercall for remote TLB flush,db4f6103,[ <*>.<*>] Hyper-V: Using hypercall for remote TLB flush,['0.000000']
2635,Client03,Mar,14,10:38:14,Client03,kernel,[    0.000000] tsc: Detected 2294.688 MHz processor,835ab552,[ <*>.<*>] tsc: Detected <*>.<*> MHz processor,"['0.000000', '2294.688']"
2636,Client03,Mar,14,10:38:14,Client03,kernel,[    0.001280] e820: update [mem 0x00000000-0x00000fff] usable ==> reserved,7f8f754f,[ <*>.<*>] e820: update [mem <*> usable ==> reserved,"['0.001280', '0x00000000-0x00000fff]']"
2637,Client03,Mar,14,10:38:14,Client03,kernel,[    0.001282] e820: remove [mem 0x000a0000-0x000fffff] usable,1f70e9aa,[ <*>.<*>] e820: remove [mem 0x000a0000-0x000fffff] usable,['0.001282']
2638,Client03,Mar,14,10:38:14,Client03,kernel,[    0.001286] last_pfn = 0x2c0000 max_arch_pfn = 0x400000000,893b62e4,[ <*>.<*>] last_pfn = <*> max_arch_pfn = 0x<*>,"['0.001286', '0x2c0000', '400000000']"
2639,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004521] MTRR default type: uncachable,1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,"['0.004521', 'default', 'type: uncachable']"
2640,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004521] MTRR fixed ranges enabled:,1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,"['0.004521', 'fixed', 'ranges enabled:']"
2641,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004522]   00000-9FFFF write-back,936b8562,[ <*>.<*>] <*> <*>,"['0.004522', '00000-9FFFF write-back']"
2642,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004523]   A0000-DFFFF uncachable,936b8562,[ <*>.<*>] <*> <*>,"['0.004523', 'A0000-DFFFF uncachable']"
2643,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004523]   E0000-FFFFF write-back,936b8562,[ <*>.<*>] <*> <*>,"['0.004523', 'E0000-FFFFF write-back']"
2644,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004524] MTRR variable ranges enabled:,1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,"['0.004524', 'variable', 'ranges enabled:']"
2645,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004525]   0 base 00000000000 mask FFFC0000000 write-back,d1b7c0bc,[ <*>.<*>] <*> base <*> mask <*> write-back,"['0.004525', '0', '00000000000', 'FFFC0000000']"
2646,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004526]   1 base 00100000000 mask FF000000000 write-back,d1b7c0bc,[ <*>.<*>] <*> base <*> mask <*> write-back,"['0.004526', '1', '00100000000', 'FF000000000']"
2647,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004526]   2 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004526', '2 disabled']"
2648,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004527]   3 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004527', '3 disabled']"
2649,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004527]   4 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004527', '4 disabled']"
2650,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004527]   5 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004527', '5 disabled']"
2651,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004528]   6 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004528', '6 disabled']"
2652,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004528]   7 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004528', '7 disabled']"
2653,Client03,Mar,14,10:38:14,Client03,kernel,[    0.004537] x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT,8b14c552,[ <*>.<*>] x86/<*>: Configuration [<*>-<*>]: WB WC UC- UC WB WP UC- WT,"['0.004537', 'PAT', '0-7']"
2654,Client03,Mar,14,10:38:14,Client03,kernel,[    0.008000] e820: update [mem 0x40000000-0xffffffff] usable ==> reserved,7f8f754f,[ <*>.<*>] e820: update [mem <*> usable ==> reserved,"['0.008000', '0x40000000-0xffffffff]']"
2655,Client03,Mar,14,10:38:14,Client03,kernel,[    0.009849] last_pfn = 0x3fff0 max_arch_pfn = 0x400000000,893b62e4,[ <*>.<*>] last_pfn = <*> max_arch_pfn = 0x<*>,"['0.009849', '0x3fff0', '400000000']"
2656,Client03,Mar,14,10:38:14,Client03,kernel,[    0.020904] found SMP MP-table at [mem 0x000ff780-0x000ff78f],849f346f,[ <*>.<*>] found SMP MP-table at [mem 0x000ff780-0x000ff78f],['0.020904']
2657,Client03,Mar,14,10:38:14,Client03,kernel,[    0.023966] check: Scanning 1 areas for low memory corruption,5b3d4674,[ <*>.<*>] check: Scanning <*> areas for low memory corruption,"['0.023966', '1']"
2658,Client03,Mar,14,10:38:14,Client03,kernel,[    0.027753] Using GB pages for direct mapping,f6c22858,[ <*>.<*>] Using GB pages for direct mapping,['0.027753']
2659,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.030829] BRK [0x15e602000, 0x15e602fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.030829', '[0x15e602000, 0x15e602fff]']"
2660,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.030831] BRK [0x15e603000, 0x15e603fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.030831', '[0x15e603000, 0x15e603fff]']"
2661,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.030832] BRK [0x15e604000, 0x15e604fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.030832', '[0x15e604000, 0x15e604fff]']"
2662,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.030855] BRK [0x15e605000, 0x15e605fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.030855', '[0x15e605000, 0x15e605fff]']"
2663,Client03,Mar,14,10:38:14,Client03,kernel,"[    0.030895] BRK [0x15e606000, 0x15e606fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.030895', '[0x15e606000, 0x15e606fff]']"
2664,Client03,Mar,14,10:38:14,Client03,kernel,[    0.030914] RAMDISK: [mem 0x3598d000-0x36cbdfff],1c598435,[ <*>.<*>] <*> [mem <*>,"['0.030914', 'RAMDISK:', '0x3598d000-0x36cbdfff]']"
2665,Client03,Mar,14,10:38:14,Client03,kernel,[    0.033318] ACPI: Early table checksum verification disabled,5e4615b4,[ <*>.<*>] ACPI: Early table checksum verification disabled,['0.033318']
2666,Client03,Mar,14,10:38:14,Client03,kernel,[    0.036300] ACPI: RSDP 0x00000000000F5BF0 000014 (v00 ACPIAM),ef90a7c4,[ <*>.<*>] ACPI: RSDP 0x00000000000F5BF0 <*> (v00 ACPIAM),"['0.036300', '000014']"
2667,Client03,Mar,14,10:38:14,Client03,kernel,[    0.039869] ACPI: RSDT 0x000000003FFF0000 000040 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.039869', 'RSDT', '0x000000003FFF0000 000040 (v01', '06001702', '00000097']"
2668,Client03,Mar,14,10:38:14,Client03,kernel,[    0.045031] ACPI: FACP 0x000000003FFF0200 000081 (v02 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.045031', 'FACP', '0x000000003FFF0200 000081 (v02', '06001702', '00000097']"
2669,Client03,Mar,14,10:38:14,Client03,kernel,[    0.049908] ACPI: DSDT 0x000000003FFF1D24 003CBE (v01 MSFTVM MSFTVM02 00000002 INTL 02002026),55f70f8e,[ <*>.<*>] ACPI: DSDT 0x000000003FFF1D24 003CBE (v01 MSFTVM MSFTVM02 <*> INTL <*>),"['0.049908', '00000002', '02002026']"
2670,Client03,Mar,14,10:38:14,Client03,kernel,[    0.054595] ACPI: FACS 0x000000003FFFF000 000040,384a7d61,[ <*>.<*>] ACPI: <*> <*> <*>,"['0.054595', 'FACS', '0x000000003FFFF000 000040']"
2671,Client03,Mar,14,10:38:14,Client03,kernel,[    0.057488] ACPI: WAET 0x000000003FFF1A80 000028 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.057488', 'WAET', '0x000000003FFF1A80 000028 (v01', '06001702', '00000097']"
2672,Client03,Mar,14,10:38:14,Client03,kernel,[    0.062474] ACPI: SLIC 0x000000003FFF1AC0 000176 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.062474', 'SLIC', '0x000000003FFF1AC0 000176 (v01', '06001702', '00000097']"
2673,Client03,Mar,14,10:38:14,Client03,kernel,[    0.067508] ACPI: OEM0 0x000000003FFF1CC0 000064 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.067508', 'OEM0', '0x000000003FFF1CC0 000064 (v01', '06001702', '00000097']"
2674,Client03,Mar,14,10:38:14,Client03,kernel,[    0.072474] ACPI: SRAT 0x000000003FFF0800 000140 (v02 VRTUAL MICROSFT 00000001 MSFT 00000001),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.072474', 'SRAT', '0x000000003FFF0800 000140 (v02', '00000001', '00000001']"
2675,Client03,Mar,14,10:38:14,Client03,kernel,[    0.077034] ACPI: APIC 0x000000003FFF0300 000452 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.077034', 'APIC', '0x000000003FFF0300 000452 (v01', '06001702', '00000097']"
2676,Client03,Mar,14,10:38:14,Client03,kernel,[    0.081791] ACPI: OEMB 0x000000003FFFF040 000064 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.081791', 'OEMB', '0x000000003FFFF040 000064 (v01', '06001702', '00000097']"
2677,Client03,Mar,14,10:38:14,Client03,kernel,[    0.086707] ACPI: Local APIC address 0xfee00000,33c2304b,[ <*>.<*>] ACPI: Local APIC address 0xfee<*>,"['0.086707', '00000']"
2678,Client03,Mar,14,10:38:14,Client03,kernel,[    0.086763] SRAT: PXM 0 -> APIC 0x00 -> Node 0,3a0052b7,[ <*>.<*>] SRAT: PXM <*> -> APIC <*> -> Node <*>,"['0.086763', '0 ->', '0x00 ->', '0']"
2679,Client03,Mar,14,10:38:14,Client03,kernel,[    0.089273] SRAT: PXM 0 -> APIC 0x01 -> Node 0,3a0052b7,[ <*>.<*>] SRAT: PXM <*> -> APIC <*> -> Node <*>,"['0.089273', '0 ->', '0x01 ->', '0']"
2680,Client03,Mar,14,10:38:14,Client03,kernel,[    0.092323] ACPI: SRAT: Node 0 PXM 0 [mem 0x00000000-0x3fffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.092323', '0', '0', '0x00000000-0x3fffffff]']"
2681,Client03,Mar,14,10:38:14,Client03,kernel,[    0.096410] ACPI: SRAT: Node 0 PXM 0 [mem 0x100000000-0x2bfffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.096410', '0', '0', '0x100000000-0x2bfffffff]']"
2682,Client03,Mar,14,10:38:14,Client03,kernel,[    0.100568] ACPI: SRAT: Node 0 PXM 0 [mem 0x2c0200000-0xfdfffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.100568', '0', '0', '0x2c0200000-0xfdfffffff]']"
