LineId,Host,HostIp,LogType,DateTime,Content,EventId,EventTemplate,ParameterList
100,host1,192.168.0.1,daemon,2021-03-03T13:39:18,Mar  3 13:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 13', '39:18', '1', 'Starting', 'files...']"
101,host1,192.168.0.1,daemon,2021-03-03T13:39:19,Mar  3 13:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 13', '39:19', '1', 'Started', 'files.']"
102,host1,192.168.0.1,daemon,2021-03-03T14:09:07,Mar  3 14:09:07 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 14', '09:07', '1', 'Starting', 'files...']"
103,host1,192.168.0.1,daemon,2021-03-03T14:09:07,Mar  3 14:09:07 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 14', '09:07', '1', 'Started', 'files.']"
104,host1,192.168.0.1,daemon,2021-03-03T14:39:18,Mar  3 14:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 14', '39:18', '1', 'Starting', 'files...']"
105,host1,192.168.0.1,daemon,2021-03-03T14:39:19,Mar  3 14:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 14', '39:19', '1', 'Started', 'files.']"
106,host1,192.168.0.1,daemon,2021-03-03T15:09:18,Mar  3 15:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 15', '09:18', '1', 'Starting', 'files...']"
107,host1,192.168.0.1,daemon,2021-03-03T15:09:19,Mar  3 15:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 15', '09:19', '1', 'Started', 'files.']"
108,host1,192.168.0.1,daemon,2021-03-03T15:39:19,Mar  3 15:39:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 15', '39:19', '1', 'Starting', 'files...']"
109,host1,192.168.0.1,daemon,2021-03-03T15:39:19,Mar  3 15:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 15', '39:19', '1', 'Started', 'files.']"
110,host1,192.168.0.1,daemon,2021-03-03T16:09:18,Mar  3 16:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 16', '09:18', '1', 'Starting', 'files...']"
111,host1,192.168.0.1,daemon,2021-03-03T16:09:19,Mar  3 16:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 16', '09:19', '1', 'Started', 'files.']"
112,host1,192.168.0.1,daemon,2021-03-03T16:39:18,Mar  3 16:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 16', '39:18', '1', 'Starting', 'files...']"
113,host1,192.168.0.1,daemon,2021-03-03T16:39:19,Mar  3 16:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 16', '39:19', '1', 'Started', 'files.']"
114,host1,192.168.0.1,daemon,2021-03-03T17:09:18,Mar  3 17:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 17', '09:18', '1', 'Starting', 'files...']"
115,host1,192.168.0.1,daemon,2021-03-03T17:09:19,Mar  3 17:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 17', '09:19', '1', 'Started', 'files.']"
116,host1,192.168.0.1,daemon,2021-03-03T17:39:18,Mar  3 17:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 17', '39:18', '1', 'Starting', 'files...']"
117,host1,192.168.0.1,daemon,2021-03-03T17:39:19,Mar  3 17:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 17', '39:19', '1', 'Started', 'files.']"
118,host1,192.168.0.1,daemon,2021-03-03T18:09:19,Mar  3 18:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 18', '09:19', '1', 'Starting', 'files...']"
119,host1,192.168.0.1,daemon,2021-03-03T18:09:19,Mar  3 18:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 18', '09:19', '1', 'Started', 'files.']"
120,host1,192.168.0.1,daemon,2021-03-03T18:18:32,Mar  3 18:18:32 mail dhclient[406]: DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,208e2c19,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPREQUEST of <*> on eth0 to <*> port <*>,"['3 18', '18:32', '406', '192.168.10.154', '192.168.10.2', '67']"
121,host1,192.168.0.1,daemon,2021-03-03T18:18:32,Mar  3 18:18:32 mail dhclient[406]: DHCPACK of 192.168.10.154 from 192.168.10.2,e8c5e314,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPACK of <*> from <*>,"['3 18', '18:32', '406', '192.168.10.154', '192.168.10.2']"
122,host1,192.168.0.1,daemon,2021-03-03T18:18:32,Mar  3 18:18:32 mail dhclient[406]: bound to 192.168.10.154 -- renewal in 37576 seconds.,54fd87b3,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: bound to <*> -- renewal in <*> seconds.,"['3 18', '18:32', '406', '192.168.10.154', '37576']"
123,host1,192.168.0.1,daemon,2021-03-03T18:27:48,Mar  3 18:27:48 mail systemd[1]: Starting Cleanup of Temporary Directories...,1c40a5a5,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Cleanup of Temporary <*>,"['3 18', '27:48', '1', 'Starting', 'Directories...']"
124,host1,192.168.0.1,daemon,2021-03-03T18:27:48,Mar  3 18:27:48 mail systemd[1]: Started Cleanup of Temporary Directories.,1c40a5a5,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Cleanup of Temporary <*>,"['3 18', '27:48', '1', 'Started', 'Directories.']"
125,host1,192.168.0.1,daemon,2021-03-03T18:39:01,Mar  3 18:39:01 mail dhclient[375]: DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,208e2c19,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPREQUEST of <*> on eth0 to <*> port <*>,"['3 18', '39:01', '375', '192.168.10.154', '192.168.10.2', '67']"
126,host1,192.168.0.1,daemon,2021-03-03T18:39:01,Mar  3 18:39:01 mail dhclient[375]: DHCPACK of 192.168.10.154 from 192.168.10.2,e8c5e314,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPACK of <*> from <*>,"['3 18', '39:01', '375', '192.168.10.154', '192.168.10.2']"
127,host1,192.168.0.1,daemon,2021-03-03T18:39:01,Mar  3 18:39:01 mail dhclient[375]: bound to 192.168.10.154 -- renewal in 31639 seconds.,54fd87b3,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: bound to <*> -- renewal in <*> seconds.,"['3 18', '39:01', '375', '192.168.10.154', '31639']"
128,host1,192.168.0.1,daemon,2021-03-03T18:39:19,Mar  3 18:39:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 18', '39:19', '1', 'Starting', 'files...']"
129,host1,192.168.0.1,daemon,2021-03-03T18:39:19,Mar  3 18:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 18', '39:19', '1', 'Started', 'files.']"
130,host1,192.168.0.1,daemon,2021-03-03T19:09:19,Mar  3 19:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 19', '09:19', '1', 'Starting', 'files...']"
131,host1,192.168.0.1,daemon,2021-03-03T19:09:19,Mar  3 19:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 19', '09:19', '1', 'Started', 'files.']"
132,host1,192.168.0.1,daemon,2021-03-03T19:39:18,Mar  3 19:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 19', '39:18', '1', 'Starting', 'files...']"
133,host1,192.168.0.1,daemon,2021-03-03T19:39:19,Mar  3 19:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 19', '39:19', '1', 'Started', 'files.']"
134,host1,192.168.0.1,daemon,2021-03-03T20:09:18,Mar  3 20:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 20', '09:18', '1', 'Starting', 'files...']"
135,host1,192.168.0.1,daemon,2021-03-03T20:09:19,Mar  3 20:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 20', '09:19', '1', 'Started', 'files.']"
136,host1,192.168.0.1,daemon,2021-03-03T20:39:18,Mar  3 20:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 20', '39:18', '1', 'Starting', 'files...']"
137,host1,192.168.0.1,daemon,2021-03-03T20:39:19,Mar  3 20:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 20', '39:19', '1', 'Started', 'files.']"
138,host1,192.168.0.1,daemon,2021-03-03T21:09:19,Mar  3 21:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 21', '09:19', '1', 'Starting', 'files...']"
139,host1,192.168.0.1,daemon,2021-03-03T21:09:19,Mar  3 21:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 21', '09:19', '1', 'Started', 'files.']"
140,host1,192.168.0.1,daemon,2021-03-03T21:39:19,Mar  3 21:39:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 21', '39:19', '1', 'Starting', 'files...']"
141,host1,192.168.0.1,daemon,2021-03-03T21:39:19,Mar  3 21:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 21', '39:19', '1', 'Started', 'files.']"
142,host1,192.168.0.1,daemon,2021-03-03T22:09:19,Mar  3 22:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 22', '09:19', '1', 'Starting', 'files...']"
143,host1,192.168.0.1,daemon,2021-03-03T22:09:19,Mar  3 22:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 22', '09:19', '1', 'Started', 'files.']"
144,host1,192.168.0.1,daemon,2021-03-03T22:39:18,Mar  3 22:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 22', '39:18', '1', 'Starting', 'files...']"
145,host1,192.168.0.1,daemon,2021-03-03T22:39:19,Mar  3 22:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 22', '39:19', '1', 'Started', 'files.']"
146,host1,192.168.0.1,daemon,2021-03-03T23:09:19,Mar  3 23:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 23', '09:19', '1', 'Starting', 'files...']"
147,host1,192.168.0.1,daemon,2021-03-03T23:09:19,Mar  3 23:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 23', '09:19', '1', 'Started', 'files.']"
148,host1,192.168.0.1,daemon,2021-03-03T23:39:18,Mar  3 23:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 23', '39:18', '1', 'Starting', 'files...']"
149,host1,192.168.0.1,daemon,2021-03-03T23:39:19,Mar  3 23:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['3 23', '39:19', '1', 'Started', 'files.']"
150,host1,192.168.0.1,daemon,2021-03-03T00:09:19,Mar  4 00:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 00', '09:19', '1', 'Starting', 'files...']"
151,host1,192.168.0.1,daemon,2021-03-03T00:09:19,Mar  4 00:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 00', '09:19', '1', 'Started', 'files.']"
152,host1,192.168.0.1,daemon,2021-03-03T00:39:18,Mar  4 00:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 00', '39:18', '1', 'Starting', 'files...']"
153,host1,192.168.0.1,daemon,2021-03-03T00:39:19,Mar  4 00:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 00', '39:19', '1', 'Started', 'files.']"
154,host1,192.168.0.1,daemon,2021-03-03T01:09:18,Mar  4 01:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 01', '09:18', '1', 'Starting', 'files...']"
155,host1,192.168.0.1,daemon,2021-03-03T01:09:19,Mar  4 01:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 01', '09:19', '1', 'Started', 'files.']"
156,host1,192.168.0.1,daemon,2021-03-03T01:39:18,Mar  4 01:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 01', '39:18', '1', 'Starting', 'files...']"
157,host1,192.168.0.1,daemon,2021-03-03T01:39:19,Mar  4 01:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 01', '39:19', '1', 'Started', 'files.']"
158,host1,192.168.0.1,daemon,2021-03-03T02:09:18,Mar  4 02:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 02', '09:18', '1', 'Starting', 'files...']"
159,host1,192.168.0.1,daemon,2021-03-03T02:09:19,Mar  4 02:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 02', '09:19', '1', 'Started', 'files.']"
160,host1,192.168.0.1,daemon,2021-03-03T02:39:04,Mar  4 02:39:04 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 02', '39:04', '1', 'Starting', 'files...']"
161,host1,192.168.0.1,daemon,2021-03-03T02:39:04,Mar  4 02:39:04 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 02', '39:04', '1', 'Started', 'files.']"
162,host1,192.168.0.1,daemon,2021-03-03T03:09:18,Mar  4 03:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 03', '09:18', '1', 'Starting', 'files...']"
163,host1,192.168.0.1,daemon,2021-03-03T03:09:19,Mar  4 03:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 03', '09:19', '1', 'Started', 'files.']"
164,host1,192.168.0.1,daemon,2021-03-03T03:26:20,Mar  4 03:26:20 mail dhclient[375]: DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,208e2c19,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPREQUEST of <*> on eth0 to <*> port <*>,"['4 03', '26:20', '375', '192.168.10.154', '192.168.10.2', '67']"
165,host1,192.168.0.1,daemon,2021-03-03T03:26:20,Mar  4 03:26:20 mail dhclient[375]: DHCPACK of 192.168.10.154 from 192.168.10.2,e8c5e314,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPACK of <*> from <*>,"['4 03', '26:20', '375', '192.168.10.154', '192.168.10.2']"
166,host1,192.168.0.1,daemon,2021-03-03T03:26:20,Mar  4 03:26:20 mail dhclient[375]: bound to 192.168.10.154 -- renewal in 38635 seconds.,54fd87b3,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: bound to <*> -- renewal in <*> seconds.,"['4 03', '26:20', '375', '192.168.10.154', '38635']"
167,host1,192.168.0.1,daemon,2021-03-03T03:39:18,Mar  4 03:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 03', '39:18', '1', 'Starting', 'files...']"
168,host1,192.168.0.1,daemon,2021-03-03T03:39:19,Mar  4 03:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 03', '39:19', '1', 'Started', 'files.']"
169,host1,192.168.0.1,daemon,2021-03-03T04:09:19,Mar  4 04:09:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 04', '09:19', '1', 'Starting', 'files...']"
170,host1,192.168.0.1,daemon,2021-03-03T04:09:19,Mar  4 04:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 04', '09:19', '1', 'Started', 'files.']"
171,host1,192.168.0.1,daemon,2021-03-03T04:30:18,Mar  4 04:30:18 mail systemd[1]: Starting Daily apt download activities...,d8914b98,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Daily apt download <*>,"['4 04', '30:18', '1', 'Starting', 'activities...']"
172,host1,192.168.0.1,daemon,2021-03-03T04:30:19,Mar  4 04:30:19 mail systemd[1]: Started Daily apt download activities.,d8914b98,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Daily apt download <*>,"['4 04', '30:19', '1', 'Started', 'activities.']"
173,host1,192.168.0.1,daemon,2021-03-03T04:30:19,Mar  4 04:30:19 mail systemd[1]: apt-daily.timer: Adding 3h 10min 29.117316s random time.,52df2902,Mar <*> <*>:<*>:<*> mail systemd[<*>]: apt-daily.timer: Adding <*> <*> <*> random time.,"['4 04', '30:19', '1', '3h', '10min 29.117316s']"
174,host1,192.168.0.1,daemon,2021-03-03T04:30:19,Mar  4 04:30:19 mail systemd[1]: apt-daily.timer: Adding 4h 2min 30.537388s random time.,52df2902,Mar <*> <*>:<*>:<*> mail systemd[<*>]: apt-daily.timer: Adding <*> <*> <*> random time.,"['4 04', '30:19', '1', '4h', '2min 30.537388s']"
175,host1,192.168.0.1,daemon,2021-03-03T04:39:49,Mar  4 04:39:49 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 04', '39:49', '1', 'Starting', 'files...']"
176,host1,192.168.0.1,daemon,2021-03-03T04:39:49,Mar  4 04:39:49 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 04', '39:49', '1', 'Started', 'files.']"
177,host1,192.168.0.1,daemon,2021-03-03T04:44:48,Mar  4 04:44:48 mail dhclient[406]: DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,208e2c19,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPREQUEST of <*> on eth0 to <*> port <*>,"['4 04', '44:48', '406', '192.168.10.154', '192.168.10.2', '67']"
178,host1,192.168.0.1,daemon,2021-03-03T04:44:48,Mar  4 04:44:48 mail dhclient[406]: DHCPACK of 192.168.10.154 from 192.168.10.2,e8c5e314,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: DHCPACK of <*> from <*>,"['4 04', '44:48', '406', '192.168.10.154', '192.168.10.2']"
179,host1,192.168.0.1,daemon,2021-03-03T04:44:48,Mar  4 04:44:48 mail dhclient[406]: bound to 192.168.10.154 -- renewal in 34831 seconds.,54fd87b3,Mar <*> <*>:<*>:<*> mail dhclient[<*>]: bound to <*> -- renewal in <*> seconds.,"['4 04', '44:48', '406', '192.168.10.154', '34831']"
180,host1,192.168.0.1,daemon,2021-03-03T05:09:50,Mar  4 05:09:50 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 05', '09:50', '1', 'Starting', 'files...']"
181,host1,192.168.0.1,daemon,2021-03-03T05:09:50,Mar  4 05:09:50 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 05', '09:50', '1', 'Started', 'files.']"
182,host1,192.168.0.1,daemon,2021-03-03T05:39:52,Mar  4 05:39:52 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 05', '39:52', '1', 'Starting', 'files...']"
183,host1,192.168.0.1,daemon,2021-03-03T05:39:52,Mar  4 05:39:52 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 05', '39:52', '1', 'Started', 'files.']"
184,host1,192.168.0.1,daemon,2021-03-03T06:09:48,Mar  4 06:09:48 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 06', '09:48', '1', 'Starting', 'files...']"
185,host1,192.168.0.1,daemon,2021-03-03T06:09:49,Mar  4 06:09:49 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 06', '09:49', '1', 'Started', 'files.']"
186,host1,192.168.0.1,daemon,2021-03-03T06:25:32,Mar  4 06:25:32 mail systemd[1]: Reloading The Apache HTTP Server.,92789e82,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> The Apache HTTP Server.,"['4 06', '25:32', '1', 'Reloading']"
187,host1,192.168.0.1,daemon,2021-03-03T06:25:32,Mar  4 06:25:32 mail systemd[1]: Reloaded The Apache HTTP Server.,92789e82,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> The Apache HTTP Server.,"['4 06', '25:32', '1', 'Reloaded']"
188,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail systemd[1]: Stopping Security Auditing Service...,76f9ac58,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Security Auditing <*>,"['4 06', '29:05', '1', 'Stopping', 'Service...']"
189,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail auditd[25454]: The audit daemon is exiting.,df60780e,Mar <*> <*>:<*>:<*> mail auditd[<*>]: The audit daemon is exiting.,"['4 06', '29:05', '25454']"
190,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail systemd[1]: Stopped Security Auditing Service.,76f9ac58,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Security Auditing <*>,"['4 06', '29:05', '1', 'Stopped', 'Service.']"
191,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail systemd[1]: Starting Security Auditing Service...,76f9ac58,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Security Auditing <*>,"['4 06', '29:05', '1', 'Starting', 'Service...']"
192,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail auditd[22161]: Started dispatcher: /sbin/audispd pid: 22164,681ae4d7,Mar <*> <*>:<*>:<*> mail auditd[<*>]: Started dispatcher: /<*> pid: <*>,"['4 06', '29:05', '22161', 'sbin/audispd', '22164']"
193,host1,192.168.0.1,daemon,2021-03-03T06:29:05,"Mar  4 06:29:05 mail auditd[22161]: Init complete, auditd 2.6.7 listening for events (startup state enable)",609e13cb,"Mar <*> <*>:<*>:<*> mail auditd[<*>]: Init complete, auditd <*>.<*>.<*> listening for events (startup state enable)","['4 06', '29:05', '22161', '2', '6.7']"
194,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail auditd[22161]: dispatch err (pipe full) event lost,89a7a54c,Mar <*> <*>:<*>:<*> mail auditd[<*>]: dispatch err (pipe full) event lost,"['4 06', '29:05', '22161']"
195,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail auditd[22161]: dispatch err (pipe full) event lost,89a7a54c,Mar <*> <*>:<*>:<*> mail auditd[<*>]: dispatch err (pipe full) event lost,"['4 06', '29:05', '22161']"
196,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail auditd[22161]: dispatch err (pipe full) event lost,89a7a54c,Mar <*> <*>:<*>:<*> mail auditd[<*>]: dispatch err (pipe full) event lost,"['4 06', '29:05', '22161']"
197,host1,192.168.0.1,daemon,2021-03-03T06:29:05,Mar  4 06:29:05 mail auditd[22161]: dispatch err (pipe full) event lost,89a7a54c,Mar <*> <*>:<*>:<*> mail auditd[<*>]: dispatch err (pipe full) event lost,"['4 06', '29:05', '22161']"
